Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,CHALLENGE,GROUND-WON,1,48646,1945.84,48646,1945.84,Player6,,0.25,0.46,,
Home,PASS,,1,48671,1946.84,48704,1948.16,Player6,Player12,0.26,0.46,0.35,0.44
Home,CHALLENGE,GROUND-WON,1,48730,1949.2,48730,1949.2,Player12,,0.37,0.52,,
Home,PASS,,1,48767,1950.68,48807,1952.28,Player12,Player7,0.39,0.65,0.47,0.86
Home,BALL LOST,INTERCEPTION,1,48936,1957.44,48978,1959.12,Player7,,0.77,0.74,0.93,0.84
Home,CHALLENGE,TACKLE-FAULT-LOST,1,48978,1959.12,48978,1959.12,Player5,,0.91,0.86,,
Home,CARD,YELLOW,1,49223,1968.92,49223,1968.92,Player5,,,,,
Home,CHALLENGE,GROUND,1,50617,2024.68,50617,2024.68,Player7,,0.39,0.95,,
Home,SET PIECE,THROW IN,1,51082,2043.28,51082,2043.28,Player7,,,,,
Home,PASS,,1,51082,2043.28,51117,2044.68,Player7,Player9,0.41,1.01,0.5,0.86
Home,CHALLENGE,GROUND-WON,1,51138,2045.52,51138,2045.52,Player9,,0.5,0.82,,
Home,CHALLENGE,TACKLE-LOST,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,
Home,BALL LOST,THEFT,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,
Home,SET PIECE,THROW IN,1,51461,2058.44,51461,2058.44,Player7,,,,,
Home,PASS,,1,51461,2058.44,51473,2058.92,Player7,Player12,0.54,1.01,0.51,0.91
Home,PASS,,1,51473,2058.92,51500,2060.0,Player12,Player7,0.51,0.91,0.53,1.0
Home,PASS,,1,51514,2060.56,51527,2061.08,Player7,Player12,0.53,1.0,0.48,0.96
Home,PASS,,1,51543,2061.72,51581,2063.24,Player12,Player2,0.48,0.97,0.33,0.95
Home,PASS,,1,51630,2065.2,51672,2066.88,Player2,Player3,0.31,0.86,0.24,0.51
Home,BALL LOST,INTERCEPTION,1,51672,2066.88,51729,2069.16,Player3,,0.24,0.51,0.35,0.26
Home,CHALLENGE,TACKLE-WON,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,
Home,RECOVERY,THEFT,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,
Home,PASS,,1,51853,2074.12,51868,2074.72,Player6,Player12,0.42,0.57,0.42,0.73
Home,PASS,,1,51907,2076.28,51957,2078.28,Player12,Player7,0.45,0.81,0.59,0.98
Home,PASS,,1,51979,2079.16,52001,2080.04,Player7,Player12,0.61,0.97,0.55,0.86
Home,PASS,,1,52026,2081.04,52048,2081.92,Player12,Player6,0.57,0.84,0.58,0.69
Home,PASS,,1,52048,2081.92,52071,2082.84,Player6,Player12,0.58,0.69,0.59,0.8
Home,PASS,,1,52090,2083.6,52170,2086.8,Player12,Player4,0.59,0.79,0.59,0.12
Home,PASS,,1,52293,2091.72,52319,2092.76,Player4,Player6,0.71,0.15,0.65,0.23
Home,CHALLENGE,GROUND-FAULT-WON,1,52319,2092.76,52319,2092.76,Player6,,0.65,0.23,,
Home,FAULT RECEIVED,,1,52340,2093.6,52340,2093.6,Player6,,0.64,0.24,,
Home,SET PIECE,FREE KICK,1,53269,2130.76,53269,2130.76,Player6,,,,,
Home,PASS,,1,53269,2130.76,53301,2132.04,Player6,Player4,0.62,0.27,0.67,0.16
Home,PASS,,1,53322,2132.88,53347,2133.88,Player4,Player8,0.7,0.18,0.8,0.03
Home,PASS,,1,53461,2138.44,53481,2139.24,Player8,Player12,0.81,0.32,0.71,0.51
Home,PASS,,1,53502,2140.08,53524,2140.96,Player12,Player10,0.72,0.55,0.75,0.68
Home,PASS,THROUGH BALL-DEEP BALL,1,53551,2142.04,53604,2144.16,Player10,Player7,0.78,0.7,0.97,0.77
Home,PASS,CROSS,1,53604,2144.16,53634,2145.36,Player7,Player8,0.97,0.77,0.95,0.5
Home,PASS,HEAD,1,53634,2145.36,53676,2147.04,Player8,Player6,0.95,0.5,0.85,0.39
Home,PASS,,1,53676,2147.04,53695,2147.8,Player6,Player8,0.85,0.39,0.94,0.52
Home,CHALLENGE,AERIAL-WON,1,53695,2147.8,53695,2147.8,Player8,,0.94,0.52,,
Home,SHOT,HEAD-ON TARGET-SAVED,1,53695,2147.8,53707,2148.28,Player8,,0.94,0.52,1.0,0.54
Home,RECOVERY,,1,53775,2151.0,53775,2151.0,Player5,,0.86,0.72,,
Home,SHOT,BLOCKED,1,53775,2151.0,53775,2151.0,Player5,,0.86,0.72,0.89,0.73
Home,SET PIECE,THROW IN,1,54288,2171.52,54288,2171.52,Player7,,,,,
Home,PASS,,1,54288,2171.52,54297,2171.88,Player7,Player5,0.77,1.01,0.8,0.91
Home,PASS,,1,54297,2171.88,54321,2172.84,Player5,Player7,0.8,0.91,0.76,1.0
Home,CHALLENGE,GROUND-LOST,1,54373,2174.92,54373,2174.92,Player7,,0.71,0.93,,
Home,BALL LOST,THEFT,1,54373,2174.92,54373,2174.92,Player7,,0.71,0.93,,
Home,CHALLENGE,GROUND-LOST,1,54505,2180.2,54505,2180.2,Player3,,0.51,0.56,,
Home,CHALLENGE,GROUND-LOST,1,54542,2181.68,54542,2181.68,Player8,,0.53,0.41,,
Home,CHALLENGE,TACKLE-WON,1,54604,2184.16,54604,2184.16,Player8,,0.53,0.35,,
Home,RECOVERY,THEFT,1,54604,2184.16,54604,2184.16,Player8,,0.53,0.35,,
Home,CHALLENGE,TACKLE-ADVANTAGE-WON,1,54647,2185.88,54647,2185.88,Player8,,0.57,0.26,,
Home,PASS,,1,54647,2185.88,54720,2188.8,Player8,Player10,0.57,0.26,0.76,0.19
Home,PASS,,1,54839,2193.56,54867,2194.68,Player10,Player8,0.87,0.03,0.77,0.1
Home,PASS,,1,54898,2195.92,54918,2196.72,Player8,Player4,0.78,0.09,0.7,0.08
Home,PASS,,1,54934,2197.36,54954,2198.16,Player4,Player6,0.7,0.09,0.68,0.21
Home,PASS,,1,54994,2199.76,55079,2203.16,Player6,Player2,0.66,0.25,0.59,0.8
Home,PASS,,1,55079,2203.16,55108,2204.32,Player2,Player7,0.59,0.8,0.71,0.95
Home,BALL LOST,INTERCEPTION,1,55148,2205.92,55186,2207.44,Player7,,0.75,0.95,0.93,0.55
Home,RECOVERY,,1,55431,2217.24,55431,2217.24,Player12,,0.64,0.87,,
Home,PASS,,1,55523,2220.92,55575,2223.0,Player12,Player3,0.65,0.88,0.43,0.62
Home,PASS,,1,55612,2224.48,55654,2226.16,Player3,Player2,0.41,0.6,0.42,0.87
Home,PASS,,1,55670,2226.8,55695,2227.8,Player2,Player7,0.42,0.89,0.49,0.99
Home,PASS,,1,55744,2229.76,55752,2230.08,Player7,Player5,0.55,0.99,0.6,0.89
Home,PASS,,1,55799,2231.96,55822,2232.88,Player5,Player12,0.6,0.92,0.59,0.8
Home,CHALLENGE,TACKLE-FAULT-WON,1,55854,2234.16,55854,2234.16,Player12,,0.66,0.78,,
Home,FAULT RECEIVED,,1,55858,2234.32,55858,2234.32,Player12,,0.66,0.78,,
Home,SET PIECE,FREE KICK,1,56425,2257.0,56425,2257.0,Player6,,,,,
Home,PASS,,1,56425,2257.0,56464,2258.56,Player6,Player10,0.63,0.78,0.69,0.4
Home,PASS,,1,56494,2259.76,56572,2262.88,Player10,Player8,0.69,0.4,0.94,0.04
Home,PASS,,1,56649,2265.96,56679,2267.16,Player8,Player10,0.86,0.06,0.73,0.12
Home,PASS,,1,56734,2269.36,56757,2270.28,Player10,Player8,0.75,0.19,0.81,0.3
Home,PASS,,1,56757,2270.28,56788,2271.52,Player8,Player10,0.81,0.3,0.87,0.24
Home,CHALLENGE,GROUND-LOST,1,56804,2272.16,56804,2272.16,Player10,,0.92,0.24,,
Home,BALL LOST,INTERCEPTION,1,56804,2272.16,56804,2272.16,Player10,,0.92,0.24,,
Home,SET PIECE,CORNER KICK,1,57509,2300.36,57509,2300.36,Player6,,,,,
Home,PASS,,1,57509,2300.36,57569,2302.76,Player6,Player3,1.01,0.01,0.96,0.62
Home,CHALLENGE,AERIAL-WON,1,57569,2302.76,57569,2302.76,Player3,,0.96,0.62,,
Home,BALL LOST,INTERCEPTION,1,57569,2302.76,57605,2304.2,Player3,,0.96,0.62,0.98,0.56
Home,RECOVERY,,1,57668,2306.72,57668,2306.72,Player7,,0.81,0.73,,
Home,SHOT,OFF TARGET-OUT,1,57668,2306.72,57740,2309.6,Player7,,0.81,0.73,1.02,0.31
Home,CHALLENGE,AERIAL-WON,1,59142,2365.68,59142,2365.68,Player8,,0.45,0.13,,
Home,RECOVERY,INTERCEPTION,1,59142,2365.68,59142,2365.68,Player8,,0.45,0.13,,
Home,PASS,HEAD,1,59142,2365.68,59171,2366.84,Player8,Player12,0.45,0.13,0.4,0.24
Home,CHALLENGE,GROUND-WON,1,59232,2369.28,59232,2369.28,Player12,,0.43,0.19,,
Home,PASS,,1,59232,2369.28,59266,2370.64,Player12,Player8,0.43,0.19,0.5,0.02
Home,PASS,,1,59266,2370.64,59309,2372.36,Player8,Player4,0.5,0.02,0.34,0.03
Home,PASS,,1,59329,2373.16,59391,2375.64,Player4,Player3,0.34,0.03,0.11,0.23
Home,PASS,,1,59391,2375.64,59427,2377.08,Player3,Player11,0.11,0.23,0.04,0.47
Home,PASS,,1,59463,2378.52,59511,2380.44,Player11,Player2,0.06,0.55,0.12,0.82
Home,PASS,,1,59511,2380.44,59545,2381.8,Player2,Player5,0.12,0.82,0.34,0.81
Home,PASS,,1,59584,2383.36,59607,2384.28,Player5,Player6,0.34,0.73,0.28,0.66
Home,PASS,,1,59640,2385.6,59677,2387.08,Player6,Player3,0.28,0.62,0.25,0.37
Home,PASS,,1,59705,2388.2,59728,2389.12,Player3,Player4,0.27,0.31,0.32,0.13
Home,PASS,,1,59773,2390.92,59795,2391.8,Player4,Player12,0.35,0.1,0.4,0.23
Home,PASS,,1,59821,2392.84,59844,2393.76,Player12,Player6,0.41,0.25,0.39,0.36
Home,PASS,,1,59861,2394.44,59881,2395.24,Player6,Player12,0.4,0.36,0.45,0.24
Home,PASS,,1,59881,2395.24,59902,2396.08,Player12,Player10,0.45,0.24,0.54,0.27
Home,PASS,,1,59923,2396.92,59923,2396.92,Player10,Player12,0.55,0.26,0.47,0.25
Home,PASS,,1,59923,2396.92,59955,2398.2,Player12,Player4,0.47,0.25,0.55,0.06
Home,PASS,,1,60000,2400.0,60075,2403.0,Player4,Player8,0.58,0.07,0.89,0.04
Home,BALL OUT,CROSS,1,60081,2403.24,60174,2406.96,Player8,,0.9,0.03,1.06,0.51
Home,RECOVERY,INTERCEPTION,1,61132,2445.28,61132,2445.28,Player7,,0.21,0.89,,
Home,PASS,,1,61178,2447.12,61211,2448.44,Player7,Player6,0.19,0.97,0.26,0.84
Home,PASS,,1,61294,2451.76,61324,2452.96,Player6,Player7,0.34,0.82,0.42,0.97
Home,PASS,,1,61420,2456.8,61490,2459.6,Player7,Player8,0.61,0.78,0.71,0.1
Home,CHALLENGE,GROUND-FAULT-WON,1,61517,2460.68,61517,2460.68,Player8,,0.72,0.05,,
Home,FAULT RECEIVED,,1,61530,2461.2,61530,2461.2,Player8,,0.73,0.05,,
Home,SET PIECE,FREE KICK,1,62681,2507.24,62681,2507.24,Player6,,,,,
Home,BALL LOST,INTERCEPTION,1,62681,2507.24,62712,2508.48,Player6,,0.73,0.09,0.86,0.5
Home,RECOVERY,,1,62753,2510.12,62753,2510.12,Player10,,0.69,0.45,,
Home,SHOT,OFF TARGET-OUT,1,62792,2511.68,62847,2513.88,Player10,,0.71,0.52,1.02,0.27
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,63428,2537.12,63428,2537.12,Player5,,0.52,0.43,,
Home,RECOVERY,,1,63528,2541.12,63528,2541.12,Player8,,0.61,0.28,,
Home,BALL LOST,FORCED,1,63542,2541.68,63542,2541.68,Player8,,0.64,0.31,,
Home,CHALLENGE,TACKLE-WON,1,63938,2557.52,63938,2557.52,Player8,,0.14,0.14,,
Home,RECOVERY,THEFT,1,63938,2557.52,63938,2557.52,Player8,,0.14,0.14,,
Home,BALL LOST,INTERCEPTION,1,63998,2559.92,63998,2559.92,Player8,,0.14,0.11,0.15,0.11
Home,RECOVERY,INTERCEPTION,1,64324,2572.96,64324,2572.96,Player4,,0.28,0.15,,
Home,PASS,,1,64324,2572.96,64353,2574.12,Player4,Player12,0.28,0.15,0.29,0.26
Home,PASS,,1,64402,2576.08,64437,2577.48,Player12,Player10,0.28,0.31,0.46,0.57
Home,BALL LOST,INTERCEPTION,1,64487,2579.48,64525,2581.0,Player10,,0.5,0.74,0.76,0.63
Home,CHALLENGE,GROUND,1,64977,2599.08,64977,2599.08,Player4,,0.2,0.19,,
Home,CHALLENGE,GROUND-WON,1,65001,2600.04,65001,2600.04,Player3,,0.15,0.29,,
Home,RECOVERY,INTERCEPTION,1,65001,2600.04,65001,2600.04,Player3,,0.15,0.29,,
Home,PASS,,1,65001,2600.04,65031,2601.24,Player3,Player8,0.15,0.29,0.23,0.17
Home,PASS,,1,65031,2601.24,65053,2602.12,Player8,Player4,0.23,0.17,0.17,0.14
Home,PASS,,1,65087,2603.48,65105,2604.2,Player4,Player12,0.19,0.15,0.22,0.29
Home,PASS,,1,65130,2605.2,65145,2605.8,Player12,Player6,0.23,0.32,0.27,0.41
Home,PASS,,1,65145,2605.8,65168,2606.72,Player6,Player8,0.27,0.41,0.28,0.23
Home,PASS,,1,65201,2608.04,65246,2609.84,Player8,Player4,0.32,0.23,0.5,0.05
Home,PASS,,1,65374,2614.96,65397,2615.88,Player4,Player9,0.69,0.22,0.76,0.36
Home,CHALLENGE,GROUND-WON,1,65408,2616.32,65408,2616.32,Player9,,0.76,0.38,,
Home,PASS,,1,65453,2618.12,65473,2618.92,Player9,Player4,0.77,0.36,0.87,0.19
Home,PASS,,1,65505,2620.2,65635,2625.4,Player4,Player10,0.9,0.2,0.95,0.88
Home,BALL LOST,INTERCEPTION,1,65688,2627.52,65693,2627.72,Player10,,0.88,0.87,0.9,0.83
Home,RECOVERY,,1,65815,2632.6,65815,2632.6,Player2,,0.49,0.79,,
Home,PASS,,1,65833,2633.32,65878,2635.12,Player2,Player7,0.48,0.81,0.58,0.92
Home,PASS,,1,65936,2637.44,65996,2639.84,Player7,Player3,0.58,0.91,0.35,0.54
Home,PASS,,1,66162,2646.48,66209,2648.36,Player3,Player12,0.34,0.56,0.43,0.8
Home,BALL LOST,INTERCEPTION,1,66209,2648.36,66247,2649.88,Player12,,0.43,0.8,0.54,0.73
Home,SET PIECE,THROW IN,1,66702,2668.08,66702,2668.08,Player7,,,,,
Home,PASS,,1,66702,2668.08,66729,2669.16,Player7,Player5,0.47,1.01,0.54,0.85
Home,PASS,,1,66729,2669.16,66747,2669.88,Player5,Player9,0.54,0.85,0.61,0.92
Home,CHALLENGE,GROUND-WON,1,66747,2669.88,66747,2669.88,Player9,,0.61,0.92,,
Home,BALL LOST,,1,66747,2669.88,66803,2672.12,Player9,,0.61,0.92,0.71,1.01
Home,RECOVERY,INTERCEPTION,1,67214,2688.56,67214,2688.56,Player4,,0.38,0.11,,
Home,PASS,,1,67391,2695.64,67428,2697.12,Player4,Player8,0.79,0.19,0.92,0.13
Home,PASS,,1,67459,2698.36,67502,2700.08,Player8,Player9,0.97,0.18,0.98,0.6
Home,SHOT,HEAD-ON TARGET-SAVED,1,67502,2700.08,67513,2700.52,Player9,,0.98,0.6,1.0,0.54
Home,RECOVERY,INTERCEPTION,1,67621,2704.84,67621,2704.84,Player7,,0.93,0.79,,
Home,BALL LOST,INTERCEPTION,1,67645,2705.8,67677,2707.08,Player7,,0.98,0.8,0.89,0.55
Home,CHALLENGE,AERIAL-WON,1,67752,2710.08,67752,2710.08,Player3,,0.53,0.47,,
Home,RECOVERY,INTERCEPTION,1,67752,2710.08,67752,2710.08,Player3,,0.53,0.47,,
Home,PASS,HEAD,1,67752,2710.08,67776,2711.04,Player3,Player2,0.53,0.47,0.45,0.47
Home,PASS,,1,67776,2711.04,67883,2715.32,Player2,Player4,0.45,0.47,0.48,0.02
Home,PASS,,1,67883,2715.32,67970,2718.8,Player4,Player2,0.48,0.02,0.27,0.1
Home,PASS,,1,68001,2720.04,68041,2721.64,Player2,Player12,0.24,0.15,0.36,0.51
Home,BALL LOST,INTERCEPTION,1,68138,2725.52,68182,2727.28,Player12,,0.41,0.6,0.57,0.6
Home,RECOVERY,INTERCEPTION,1,68420,2736.8,68420,2736.8,Player6,,0.36,0.36,,
Home,PASS,,1,68565,2742.6,68640,2745.6,Player6,Player4,0.37,0.43,0.33,0.11
Home,PASS,,1,68666,2746.64,68719,2748.76,Player4,Player6,0.34,0.09,0.31,0.27
Home,PASS,,1,68719,2748.76,68752,2750.08,Player6,Player12,0.31,0.27,0.34,0.54
Home,PASS,,1,68785,2751.4,68842,2753.68,Player12,Player2,0.33,0.6,0.26,0.84
Home,BALL LOST,,1,68880,2755.2,68945,2757.8,Player2,,0.28,0.94,0.72,0.85
Home,CHALLENGE,GROUND-LOST,1,68945,2757.8,68945,2757.8,Player9,,0.67,0.85,,
Home,RECOVERY,,1,69071,2762.84,69071,2762.84,Player12,,0.51,0.76,,
Home,PASS,,1,69071,2762.84,69119,2764.76,Player12,Player10,0.51,0.76,0.58,0.44
Home,PASS,,1,69225,2769.0,69260,2770.4,Player10,Player8,0.79,0.35,0.91,0.19
Home,BALL LOST,CROSS-INTERCEPTION,1,69260,2770.4,69268,2770.72,Player8,,0.91,0.19,0.92,0.34
Home,RECOVERY,,1,70460,2818.4,70460,2818.4,Player11,,0.04,0.47,,
Home,PASS,GOAL KICK,1,70460,2818.4,70512,2820.48,Player11,Player7,0.04,0.47,0.15,0.88
Home,BALL LOST,END HALF,1,70578,2823.12,70578,2823.12,Player7,,0.17,0.91,,
Home,SET PIECE,KICK OFF,2,72135,2885.4,72135,2885.4,Player9,,,,,
Home,PASS,,2,72135,2885.4,72160,2886.4,Player9,Player6,0.49,0.5,0.61,0.52
Home,BALL LOST,INTERCEPTION,2,72189,2887.56,72237,2889.48,Player6,,0.61,0.5,0.38,0.19
Home,RECOVERY,INTERCEPTION,2,72570,2902.8,72570,2902.8,Player2,,0.79,0.17,,
Home,BALL LOST,,2,72602,2904.08,72695,2907.8,Player2,,0.74,0.18,0.35,0.14
Home,CHALLENGE,TACKLE-LOST,2,72734,2909.36,72734,2909.36,Player9,,0.28,0.12,,
Home,RECOVERY,INTERCEPTION,2,73409,2936.36,73409,2936.36,Player7,,0.87,0.08,,
Home,BALL OUT,,2,73409,2936.36,73434,2937.36,Player7,,0.87,0.08,0.92,-0.03
Home,RECOVERY,INTERCEPTION,2,73894,2955.76,73894,2955.76,Player2,,0.86,0.28,,
Home,BALL OUT,,2,73894,2955.76,73961,2958.44,Player2,,0.86,0.28,0.77,-0.02
Home,RECOVERY,SAVED,2,75282,3011.28,75282,3011.28,Player11,,0.98,0.49,,
Home,PASS,,2,75343,3013.72,75380,3015.2,Player11,Player12,0.95,0.48,0.71,0.42
Home,PASS,,2,75380,3015.2,75396,3015.84,Player12,Player5,0.71,0.42,0.66,0.32
Home,PASS,,2,75474,3018.96,75507,3020.28,Player5,Player7,0.55,0.07,0.65,0.11
Home,PASS,,2,75537,3021.48,75557,3022.28,Player7,Player12,0.62,0.06,0.58,0.19
Home,PASS,,2,75598,3023.92,75643,3025.72,Player12,Player6,0.58,0.25,0.63,0.52
Home,PASS,,2,75672,3026.88,75717,3028.68,Player6,Player4,0.63,0.55,0.51,0.78
Home,PASS,,2,75760,3030.4,75785,3031.4,Player4,Player8,0.45,0.82,0.37,0.98
Home,PASS,,2,75859,3034.36,75884,3035.36,Player8,Player6,0.36,0.92,0.44,0.8
Home,PASS,,2,75927,3037.08,75949,3037.96,Player6,Player12,0.43,0.76,0.41,0.58
Home,PASS,,2,75949,3037.96,75968,3038.72,Player12,Player6,0.41,0.58,0.42,0.71
Home,PASS,,2,76055,3042.2,76130,3045.2,Player6,Player7,0.36,0.61,0.39,0.11
Home,PASS,,2,76184,3047.36,76197,3047.88,Player7,Player5,0.32,0.08,0.27,0.03
Home,PASS,,2,76217,3048.68,76237,3049.48,Player5,Player10,0.28,0.07,0.3,0.2
Home,PASS,,2,76237,3049.48,76275,3051.0,Player10,Player7,0.3,0.2,0.14,0.08
Home,BALL LOST,CROSS-INTERCEPTION,2,76292,3051.68,76298,3051.92,Player7,,0.1,0.1,0.07,0.16
Home,SET PIECE,CORNER KICK,2,77011,3080.44,77011,3080.44,Player6,,,,,
Home,PASS,,2,77011,3080.44,77048,3081.92,Player6,Player12,0.02,0.01,0.06,0.41
Home,CHALLENGE,AERIAL-WON,2,77048,3081.92,77048,3081.92,Player12,,0.06,0.41,,
Home,SHOT,HEAD-WOODWORK-OUT,2,77048,3081.92,77071,3082.84,Player12,,0.06,0.41,-0.02,0.46
Home,RECOVERY,,2,77581,3103.24,77581,3103.24,Player8,,0.47,0.88,,
Home,BALL LOST,HEAD,2,77581,3103.24,77625,3105.0,Player8,,0.47,0.88,0.4,0.7
Home,RECOVERY,,2,77758,3110.32,77758,3110.32,Player11,,0.93,0.69,,
Home,PASS,,2,77927,3117.08,77969,3118.76,Player11,Player4,0.9,0.6,0.75,0.92
Home,PASS,,2,77996,3119.84,78038,3121.52,Player4,Player3,0.75,0.93,0.86,0.77
Home,PASS,,2,78077,3123.08,78147,3125.88,Player3,Player7,0.87,0.74,0.65,0.13
Home,PASS,,2,78208,3128.32,78238,3129.52,Player7,Player12,0.54,0.1,0.53,0.27
Home,CHALLENGE,TACKLE-WON,2,78265,3130.6,78265,3130.6,Player12,,0.49,0.27,,
Home,CHALLENGE,TACKLE-FAULT-LOST,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,
Home,BALL LOST,,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,
Home,SET PIECE,THROW IN,2,79677,3187.08,79677,3187.08,Player4,,,,,
Home,PASS,,2,79677,3187.08,79699,3187.96,Player4,Player6,0.84,1.01,0.77,0.94
Home,PASS,,2,79699,3187.96,79724,3188.96,Player6,Player4,0.77,0.94,0.85,0.98
Home,BALL LOST,INTERCEPTION,2,79724,3188.96,79780,3191.2,Player4,,0.85,0.98,0.6,0.66
Home,RECOVERY,,2,79831,3193.24,79831,3193.24,Player5,,0.66,0.41,,
Home,PASS,,2,79869,3194.76,79894,3195.76,Player5,Player7,0.7,0.37,0.69,0.16
Home,PASS,,2,79894,3195.76,79951,3198.04,Player7,Player2,0.69,0.16,0.84,0.29
Home,PASS,,2,80000,3200.0,80029,3201.16,Player2,Player7,0.84,0.25,0.77,0.06
Home,PASS,,2,80070,3202.8,80082,3203.28,Player7,Player12,0.78,0.06,0.76,0.19
Home,CHALLENGE,TACKLE-WON,2,80085,3203.4,80085,3203.4,Player12,,0.76,0.19,,
Home,PASS,,2,80166,3206.64,80196,3207.84,Player12,Player10,0.64,0.22,0.49,0.29
Home,CHALLENGE,GROUND-WON,2,80220,3208.8,80220,3208.8,Player10,,0.45,0.31,,
Home,PASS,,2,80341,3213.64,80373,3214.92,Player10,Player5,0.25,0.56,0.22,0.33
Home,BALL LOST,INTERCEPTION,2,80402,3216.08,80437,3217.48,Player5,,0.21,0.39,0.09,0.4
Home,RECOVERY,,2,80491,3219.64,80491,3219.64,Player7,,0.36,0.28,,
Home,PASS,,2,80543,3221.72,80601,3224.04,Player7,Player10,0.35,0.27,0.21,0.06
Home,PASS,,2,80631,3225.24,80673,3226.92,Player10,Player7,0.21,0.06,0.29,0.12
Home,PASS,,2,80703,3228.12,80743,3229.72,Player7,Player2,0.3,0.12,0.48,0.21
Home,PASS,,2,80771,3230.84,80801,3232.04,Player2,Player3,0.51,0.24,0.56,0.56
Home,PASS,,2,80857,3234.28,80874,3234.96,Player3,Player6,0.53,0.68,0.47,0.65
Home,PASS,,2,80917,3236.68,80942,3237.68,Player6,Player8,0.43,0.71,0.36,0.77
Home,PASS,,2,80972,3238.88,81005,3240.2,Player8,Player4,0.33,0.8,0.28,1.0
Home,PASS,,2,81122,3244.88,81166,3246.64,Player4,Player8,0.2,0.77,0.15,0.92
Home,PASS,,2,81194,3247.76,81236,3249.44,Player8,Player6,0.16,0.93,0.33,0.85
Home,PASS,,2,81262,3250.48,81327,3253.08,Player6,Player2,0.37,0.85,0.54,0.44
Home,PASS,,2,81327,3253.08,81367,3254.68,Player2,Player7,0.54,0.44,0.48,0.18
Home,PASS,,2,81424,3256.96,81459,3258.36,Player7,Player10,0.47,0.17,0.32,0.29
Home,PASS,,2,81459,3258.36,81488,3259.52,Player10,Player5,0.32,0.29,0.34,0.04
Home,PASS,,2,81488,3259.52,81551,3262.04,Player5,Player10,0.34,0.04,0.15,0.14
Home,BALL LOST,CROSS-INTERCEPTION,2,81551,3262.04,81573,3262.92,Player10,,0.15,0.14,0.08,0.44
Home,SET PIECE,CORNER KICK,2,82394,3295.76,82394,3295.76,Player6,,,,,
Home,PASS,,2,82394,3295.76,82470,3298.8,Player6,Player5,0.02,0.01,0.12,0.73
Home,PASS,,2,82470,3298.8,82477,3299.08,Player5,Player2,0.12,0.73,0.11,0.67
Home,BALL LOST,INTERCEPTION,2,82477,3299.08,82526,3301.04,Player2,,0.11,0.67,0.06,0.62
Home,CHALLENGE,AERIAL-FAULT-LOST,2,82526,3301.04,82526,3301.04,Player8,,0.06,0.63,,
Home,CHALLENGE,AERIAL-WON,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,
Home,RECOVERY,INTERCEPTION,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,
Home,PASS,HEAD-CLEARANCE,2,83981,3359.24,84053,3362.12,Player3,Player8,0.91,0.6,0.76,0.79
Home,CHALLENGE,AERIAL-FAULT-WON,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,
Home,FAULT RECEIVED,,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,
Home,SET PIECE,FREE KICK,2,84399,3375.96,84399,3375.96,Player11,,,,,
Home,PASS,,2,84399,3375.96,84441,3377.64,Player11,Player4,0.85,0.65,0.73,0.88
Home,PASS,,2,84482,3379.28,84509,3380.36,Player4,Player9,0.7,0.89,0.53,0.76
Home,PASS,,2,84509,3380.36,84529,3381.16,Player9,Player12,0.53,0.76,0.61,0.8
Home,PASS,,2,84542,3381.68,84562,3382.48,Player12,Player6,0.61,0.79,0.62,0.63
Home,PASS,,2,84562,3382.48,84610,3384.4,Player6,Player3,0.62,0.63,0.73,0.68
Home,PASS,,2,84647,3385.88,84727,3389.08,Player3,Player7,0.74,0.63,0.71,0.09
Home,PASS,,2,84749,3389.96,84792,3391.68,Player7,Player2,0.71,0.08,0.78,0.23
Home,PASS,,2,84799,3391.96,84824,3392.96,Player2,Player6,0.78,0.23,0.71,0.3
Home,PASS,,2,84824,3392.96,84857,3394.28,Player6,Player7,0.71,0.3,0.69,0.05
Home,CHALLENGE,TACKLE-LOST,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,
Home,BALL LOST,THEFT,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,
Home,SET PIECE,THROW IN,2,85882,3435.28,85882,3435.28,Player7,,,,,
Home,PASS,,2,85882,3435.28,85908,3436.32,Player7,Player10,0.53,0.01,0.45,0.07
Home,PASS,,2,85908,3436.32,85929,3437.16,Player10,Player7,0.45,0.07,0.53,0.03
Home,PASS,,2,85950,3438.0,85980,3439.2,Player7,Player2,0.54,0.04,0.66,0.08
Home,BALL LOST,,2,85980,3439.2,86030,3441.2,Player2,,0.66,0.08,0.4,0.27
Home,RECOVERY,,2,86061,3442.44,86061,3442.44,Player6,,0.56,0.27,,
